customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,payment_method,churn
CUST-002161,17,103.91,1937.99,Month-to-month,No,Yes,Bank transfer,0
CUST-002162,29,30.79,1034.0,Month-to-month,Fiber optic,No,Electronic check,1
CUST-002163,65,52.04,3377.73,One year,Fiber optic,Yes,Credit card,0
CUST-002164,68,67.93,4605.71,Month-to-month,Fiber optic,No,Credit card,0
CUST-002165,66,124.73,8066.55,Month-to-month,DSL,Yes,Mailed check,0
CUST-002166,22,52.32,1143.07,Month-to-month,No,No,Electronic check,0
CUST-002167,60,45.02,2700.9,Month-to-month,Fiber optic,Yes,Electronic check,0
CUST-002168,67,48.48,3204.89,Month-to-month,DSL,No,Mailed check,0
CUST-002169,70,114.77,7639.07,One year,Fiber optic,No,Electronic check,0
CUST-002170,1,15.0,29.68,One year,DSL,No,Credit card,0
CUST-002171,53,34.92,1927.97,One year,DSL,No,Credit card,0
CUST-002172,71,146.94,10105.67,Month-to-month,Fiber optic,Yes,Credit card,0
CUST-002173,55,82.73,4595.05,Two year,Fiber optic,No,Mailed check,0
CUST-002174,16,31.82,578.99,One year,Fiber optic,Yes,Bank transfer,0
CUST-002175,54,63.74,3257.0,Month-to-month,DSL,No,Mailed check,1
CUST-002176,7,67.02,587.98,Month-to-month,Fiber optic,Yes,Mailed check,1
CUST-002177,34,90.38,3056.82,One year,DSL,No,Bank transfer,0
CUST-002178,45,120.19,5584.05,Month-to-month,No,No,Electronic check,0
CUST-002179,32,76.66,2691.46,Month-to-month,DSL,No,Credit card,1
CUST-002180,50,48.81,2686.3,One year,No,No,Electronic check,0
CUST-002181,17,88.61,1632.49,Month-to-month,DSL,Yes,Mailed check,0
CUST-002182,43,44.05,1871.0,Two year,DSL,No,Electronic check,0
CUST-002183,46,34.0,1535.45,Month-to-month,Fiber optic,Yes,Bank transfer,0
CUST-002184,45,15.0,670.17,Month-to-month,Fiber optic,Yes,Bank transfer,0
CUST-002185,20,18.05,414.77,Month-to-month,No,No,Credit card,0
CUST-002186,21,38.11,822.29,Month-to-month,Fiber optic,No,Mailed check,1
CUST-002187,18,29.67,572.78,Two year,Fiber optic,No,Electronic check,0
CUST-002188,33,74.4,2397.49,Two year,DSL,No,Electronic check,0
CUST-002189,42,29.02,1175.63,Two year,Fiber optic,Yes,Bank transfer,0
CUST-002190,26,15.0,405.53,Month-to-month,Fiber optic,Yes,Credit card,0
CUST-002191,29,33.68,994.07,Month-to-month,No,No,Electronic check,0
CUST-002192,20,50.84,1054.29,Month-to-month,Fiber optic,Yes,Credit card,1
CUST-002193,15,46.84,693.96,Month-to-month,Fiber optic,No,Mailed check,1
CUST-002194,47,110.59,5288.61,Two year,No,No,Credit card,0
CUST-002195,58,46.59,2961.98,Month-to-month,DSL,Yes,Electronic check,0
CUST-002196,20,91.43,1838.09,Month-to-month,Fiber optic,No,Credit card,0
CUST-002197,61,64.43,4173.94,Month-to-month,No,No,Mailed check,1
CUST-002198,41,63.73,2213.04,One year,Fiber optic,No,Mailed check,0
CUST-002199,12,39.94,498.37,Month-to-month,Fiber optic,No,Electronic check,1
CUST-002200,26,63.24,1544.3,One year,No,No,Electronic check,1
CUST-002201,0,42.05,44.65,One year,DSL,No,Credit card,0
CUST-002202,2,70.1,219.54,Two year,No,No,Electronic check,0
CUST-002203,24,57.91,1372.94,Month-to-month,Fiber optic,No,Mailed check,1
CUST-002204,32,36.66,1227.32,Month-to-month,Fiber optic,No,Credit card,1
CUST-002205,57,94.76,5826.12,Month-to-month,DSL,No,Mailed check,1
CUST-002206,9,77.81,830.85,Two year,Fiber optic,No,Credit card,0
CUST-002207,60,51.56,3081.23,Two year,DSL,No,Bank transfer,0
CUST-002208,16,69.36,1048.97,One year,DSL,Yes,Credit card,0
CUST-002209,9,62.49,596.78,Month-to-month,Fiber optic,No,Credit card,0
CUST-002210,50,38.97,2063.72,Month-to-month,DSL,No,Electronic check,1
CUST-002211,55,67.11,4152.86,One year,Fiber optic,No,Mailed check,1
CUST-002212,43,46.37,2034.72,Month-to-month,DSL,No,Mailed check,0
CUST-002213,8,36.65,319.86,One year,DSL,No,Electronic check,0
CUST-002214,8,16.32,164.47,Two year,DSL,No,Electronic check,0
CUST-002215,28,54.24,1604.92,Month-to-month,Fiber optic,No,Electronic check,1
CUST-002216,32,82.01,2540.17,Month-to-month,DSL,No,Credit card,0
CUST-002217,71,44.16,3160.63,Month-to-month,DSL,No,Credit card,0
CUST-002218,20,140.62,3100.69,Month-to-month,Fiber optic,No,Bank transfer,0
CUST-002219,13,91.57,1277.48,One year,Fiber optic,No,Credit card,0
CUST-002220,68,104.13,7470.34,Month-to-month,Fiber optic,No,Mailed check,0
CUST-002221,11,88.86,980.72,Month-to-month,DSL,No,Mailed check,1
CUST-002222,1,120.59,223.88,Month-to-month,No,Yes,Credit card,1
CUST-002223,30,41.39,1235.94,Month-to-month,Fiber optic,Yes,Electronic check,0
CUST-002224,28,15.0,428.86,One year,Fiber optic,No,Electronic check,0
CUST-002225,44,51.62,2361.51,One year,DSL,No,Bank transfer,0
CUST-002226,63,81.75,5398.35,Month-to-month,DSL,No,Mailed check,0
CUST-002227,67,69.55,5312.22,Month-to-month,Fiber optic,Yes,Bank transfer,0
CUST-002228,20,73.26,1481.73,Month-to-month,DSL,Yes,Bank transfer,1
CUST-002229,70,104.63,7311.91,Month-to-month,Fiber optic,No,Mailed check,0
CUST-002230,45,76.46,3392.26,Month-to-month,DSL,No,Electronic check,0
CUST-002231,5,88.97,562.61,Two year,DSL,No,Electronic check,0
CUST-002232,67,36.81,2645.22,Month-to-month,DSL,No,Mailed check,1
CUST-002233,9,32.14,314.19,Month-to-month,DSL,No,Mailed check,1
CUST-002234,42,113.42,5380.96,Month-to-month,Fiber optic,No,Electronic check,0
CUST-002235,56,68.03,3740.1,One year,DSL,Yes,Bank transfer,0
CUST-002236,17,46.3,876.38,Month-to-month,Fiber optic,No,Credit card,0
CUST-002237,19,46.36,994.59,Two year,DSL,No,Credit card,0
CUST-002238,34,45.53,1484.94,Month-to-month,Fiber optic,No,Electronic check,1
CUST-002239,63,43.73,2879.63,Two year,No,No,Electronic check,0
CUST-002240,16,26.51,389.2,One year,No,No,Mailed check,0
CUST-002241,47,19.99,998.93,Month-to-month,Fiber optic,Yes,Credit card,0
CUST-002242,32,59.15,1844.43,Month-to-month,Fiber optic,Yes,Bank transfer,1
CUST-002243,8,47.21,436.97,Month-to-month,Fiber optic,No,Mailed check,1
CUST-002244,51,98.21,5299.96,Two year,No,No,Credit card,0
CUST-002245,59,73.79,4675.51,Two year,Fiber optic,No,Bank transfer,0
CUST-002246,41,72.96,3200.69,Month-to-month,DSL,Yes,Credit card,0
CUST-002247,12,42.71,556.73,Month-to-month,Fiber optic,No,Credit card,1
CUST-002248,11,61.37,722.42,Month-to-month,DSL,Yes,Credit card,0
CUST-002249,30,75.83,2341.99,Month-to-month,Fiber optic,No,Bank transfer,0
CUST-002250,36,86.49,3021.42,One year,DSL,Yes,Mailed check,0
CUST-002251,39,62.18,2461.0,Month-to-month,DSL,No,Electronic check,0
CUST-002252,17,97.37,1727.25,Month-to-month,Fiber optic,No,Bank transfer,1
CUST-002253,36,65.24,2318.74,Two year,Fiber optic,Yes,Mailed check,1
CUST-002254,21,88.79,1783.23,One year,Fiber optic,No,Electronic check,0
CUST-002255,49,50.3,2354.63,One year,No,No,Credit card,0
CUST-002256,57,15.0,732.97,Month-to-month,No,Yes,Mailed check,1
CUST-002257,46,73.05,3380.53,Two year,Fiber optic,Yes,Bank transfer,0
CUST-002258,0,86.76,88.32,One year,No,No,Credit card,0
CUST-002259,71,82.26,5128.34,Month-to-month,Fiber optic,No,Mailed check,0
CUST-002260,1,77.67,157.17,Month-to-month,DSL,No,Credit card,0
CUST-002261,71,54.54,3903.0,Two year,No,No,Bank transfer,0
CUST-002262,2,40.8,115.19,Month-to-month,Fiber optic,No,Bank transfer,1
CUST-002263,37,81.55,3032.16,Two year,No,No,Mailed check,0
CUST-002264,7,77.79,655.05,One year,DSL,No,Credit card,1
CUST-002265,6,48.17,320.79,One year,DSL,No,Electronic check,0
CUST-002266,49,98.28,4933.51,One year,DSL,Yes,Bank transfer,0
CUST-002267,52,38.51,2076.62,Two year,Fiber optic,Yes,Credit card,0
CUST-002268,8,47.49,409.88,Month-to-month,No,No,Electronic check,0
CUST-002269,70,114.09,8508.96,Month-to-month,Fiber optic,No,Mailed check,0
CUST-002270,23,91.06,2229.51,One year,DSL,No,Bank transfer,0
CUST-002271,22,54.26,1232.25,Month-to-month,Fiber optic,Yes,Mailed check,1
CUST-002272,21,73.62,1811.05,One year,DSL,No,Electronic check,0
CUST-002273,33,69.64,2487.77,One year,Fiber optic,No,Mailed check,0
CUST-002274,12,15.0,178.56,Month-to-month,Fiber optic,No,Mailed check,1
CUST-002275,30,37.81,1149.18,One year,DSL,Yes,Credit card,1
CUST-002276,15,63.47,1140.85,Month-to-month,Fiber optic,No,Credit card,1
CUST-002277,3,54.3,206.54,Two year,Fiber optic,No,Electronic check,0
CUST-002278,26,72.41,1961.64,Month-to-month,DSL,Yes,Mailed check,1
CUST-002279,48,98.88,5143.57,One year,Fiber optic,No,Electronic check,0
CUST-002280,54,55.35,3143.76,Two year,Fiber optic,Yes,Credit card,0
CUST-002281,25,33.27,899.48,Month-to-month,Fiber optic,No,Mailed check,0
CUST-002282,23,74.75,1860.05,Month-to-month,DSL,Yes,Credit card,1
CUST-002283,56,55.2,3150.47,Month-to-month,DSL,No,Electronic check,1
CUST-002284,49,60.32,2896.43,One year,Fiber optic,Yes,Bank transfer,0
CUST-002285,59,56.25,3448.17,Month-to-month,DSL,No,Electronic check,0
CUST-002286,65,132.26,8553.05,Month-to-month,No,Yes,Bank transfer,0
CUST-002287,59,15.0,878.34,Two year,Fiber optic,No,Electronic check,0
CUST-002288,67,53.35,3896.7,Month-to-month,Fiber optic,Yes,Electronic check,1
CUST-002289,29,64.89,1909.6,Month-to-month,Fiber optic,No,Electronic check,1
CUST-002290,28,41.57,1308.24,One year,Fiber optic,No,Bank transfer,0
CUST-002291,23,91.99,2236.22,Month-to-month,DSL,No,Bank transfer,0
CUST-002292,16,89.4,1507.67,Month-to-month,DSL,Yes,Bank transfer,1
CUST-002293,53,63.57,3120.69,Two year,Fiber optic,No,Electronic check,0
CUST-002294,51,56.88,3271.25,One year,Fiber optic,No,Mailed check,0
CUST-002295,57,61.64,3574.13,Month-to-month,No,No,Mailed check,0
CUST-002296,12,61.86,712.83,One year,Fiber optic,No,Credit card,0
CUST-002297,35,62.65,2366.74,Month-to-month,Fiber optic,No,Bank transfer,1
CUST-002298,15,59.36,947.38,Month-to-month,DSL,No,Electronic check,1
CUST-002299,64,72.57,4497.61,One year,DSL,No,Electronic check,0
CUST-002300,19,87.6,1833.5,Month-to-month,No,Yes,Mailed check,0
CUST-002301,10,28.09,269.63,Month-to-month,DSL,Yes,Electronic check,0
CUST-002302,41,33.48,1355.96,Two year,No,No,Mailed check,0
CUST-002303,63,15.0,945.63,Month-to-month,DSL,No,Credit card,0
CUST-002304,65,90.99,6261.36,Month-to-month,Fiber optic,No,Electronic check,0
CUST-002305,6,72.51,564.42,Month-to-month,DSL,Yes,Bank transfer,1
CUST-002306,23,80.16,1900.25,One year,Fiber optic,No,Mailed check,0
CUST-002307,11,22.12,271.48,One year,DSL,No,Bank transfer,0
CUST-002308,22,118.55,3101.3,Two year,Fiber optic,No,Bank transfer,0
CUST-002309,38,46.73,1823.08,Month-to-month,No,No,Bank transfer,0
CUST-002310,20,70.05,1505.4,One year,Fiber optic,Yes,Mailed check,1
CUST-002311,4,90.63,425.12,One year,DSL,No,Credit card,0
CUST-002312,36,35.39,1437.72,Month-to-month,Fiber optic,Yes,Mailed check,0
CUST-002313,3,48.61,187.51,Month-to-month,Fiber optic,No,Electronic check,0
CUST-002314,16,70.38,1212.44,Two year,DSL,No,Electronic check,1
CUST-002315,0,150.0,151.8,Month-to-month,Fiber optic,Yes,Electronic check,1
CUST-002316,6,74.03,520.45,One year,No,No,Mailed check,1
CUST-002317,31,113.19,3543.45,Month-to-month,Fiber optic,No,Credit card,0
CUST-002318,61,101.17,6348.24,Month-to-month,Fiber optic,No,Electronic check,0
CUST-002319,55,76.04,4632.42,Two year,Fiber optic,No,Electronic check,0
CUST-002320,7,35.32,314.82,Two year,Fiber optic,No,Bank transfer,0
CUST-002321,2,96.79,287.83,Month-to-month,DSL,No,Bank transfer,0
CUST-002322,24,20.06,490.15,One year,Fiber optic,No,Bank transfer,0
CUST-002323,46,113.03,5097.42,Month-to-month,Fiber optic,No,Electronic check,1
CUST-002324,53,71.0,4348.94,One year,DSL,Yes,Electronic check,0
CUST-002325,59,15.0,905.8,Month-to-month,DSL,Yes,Mailed check,0
CUST-002326,24,54.78,1445.98,Month-to-month,No,Yes,Bank transfer,0
CUST-002327,12,84.62,1138.36,Month-to-month,DSL,No,Bank transfer,1
CUST-002328,1,57.89,128.56,Month-to-month,DSL,No,Credit card,1
CUST-002329,10,86.45,939.17,Month-to-month,DSL,Yes,Bank transfer,1
CUST-002330,4,39.5,186.56,Month-to-month,DSL,No,Mailed check,1
CUST-002331,61,25.82,1749.71,Two year,No,No,Bank transfer,0
CUST-002332,19,62.86,1313.91,Month-to-month,Fiber optic,Yes,Mailed check,0
CUST-002333,59,65.95,4047.09,Month-to-month,Fiber optic,No,Electronic check,1
CUST-002334,39,54.55,2349.42,Month-to-month,Fiber optic,No,Bank transfer,1
CUST-002335,38,101.82,4072.85,One year,Fiber optic,Yes,Mailed check,0
CUST-002336,32,39.49,1405.6,Month-to-month,Fiber optic,No,Mailed check,0
CUST-002337,58,74.39,4443.42,Month-to-month,No,Yes,Bank transfer,0
CUST-002338,3,67.04,280.25,One year,Fiber optic,No,Electronic check,1
CUST-002339,6,18.3,131.46,Month-to-month,Fiber optic,No,Electronic check,1
CUST-002340,30,25.43,775.48,Two year,Fiber optic,No,Mailed check,0
CUST-002341,28,65.36,1875.9,Month-to-month,No,No,Bank transfer,0
CUST-002342,39,124.44,4879.67,One year,DSL,Yes,Credit card,0
CUST-002343,53,82.38,4507.47,Month-to-month,Fiber optic,No,Bank transfer,1
CUST-002344,42,15.0,630.3,One year,Fiber optic,No,Mailed check,0
CUST-002345,18,15.0,291.21,Two year,Fiber optic,No,Mailed check,0
CUST-002346,23,86.99,2129.75,Month-to-month,No,No,Mailed check,0
CUST-002347,54,62.11,3451.29,Month-to-month,Fiber optic,No,Mailed check,0
CUST-002348,14,99.24,1505.13,Month-to-month,DSL,Yes,Bank transfer,0
CUST-002349,36,38.58,1387.0,Month-to-month,Fiber optic,No,Credit card,0
CUST-002350,38,75.51,2903.23,Two year,No,No,Bank transfer,0
CUST-002351,54,90.39,4555.94,One year,Fiber optic,No,Mailed check,0
CUST-002352,51,51.58,2665.88,One year,No,No,Mailed check,1
CUST-002353,33,52.22,1687.88,Two year,No,No,Electronic check,0
CUST-002354,22,65.76,1519.98,Two year,No,No,Credit card,0
CUST-002355,26,81.28,2116.17,Two year,DSL,No,Credit card,0
CUST-002356,29,64.57,1738.48,Month-to-month,Fiber optic,No,Electronic check,1
CUST-002357,15,94.22,1677.3,Month-to-month,No,No,Electronic check,1
CUST-002358,45,51.14,2325.31,Month-to-month,No,No,Electronic check,1
CUST-002359,15,25.15,431.48,Month-to-month,DSL,Yes,Credit card,0
CUST-002360,46,124.31,5688.59,Month-to-month,DSL,No,Electronic check,0
CUST-002361,54,46.86,2796.19,Month-to-month,DSL,Yes,Electronic check,1
CUST-002362,69,47.95,3163.0,Month-to-month,Fiber optic,No,Mailed check,0
CUST-002363,8,63.03,572.23,Month-to-month,No,No,Mailed check,1
CUST-002364,54,67.02,3484.55,Month-to-month,Fiber optic,No,Mailed check,0
CUST-002365,6,53.4,422.4,Month-to-month,DSL,No,Bank transfer,1
CUST-002366,24,64.48,1591.84,Month-to-month,DSL,No,Electronic check,0
CUST-002367,12,63.81,863.85,Month-to-month,No,Yes,Electronic check,0
CUST-002368,11,70.24,861.93,One year,DSL,No,Electronic check,1
CUST-002369,12,15.0,194.75,One year,DSL,No,Bank transfer,0
CUST-002370,3,121.43,498.28,Month-to-month,DSL,Yes,Bank transfer,0
CUST-002371,59,60.58,3881.9,Month-to-month,No,Yes,Mailed check,0
CUST-002372,4,82.42,425.86,Month-to-month,Fiber optic,No,Credit card,1
CUST-002373,28,23.66,691.62,Month-to-month,DSL,No,Bank transfer,0
CUST-002374,50,50.87,2661.74,Month-to-month,DSL,No,Credit card,0
CUST-002375,71,44.83,3536.87,Two year,No,No,Credit card,0
CUST-002376,61,109.09,6622.73,Month-to-month,Fiber optic,No,Mailed check,0
CUST-002377,9,47.43,430.3,Month-to-month,Fiber optic,Yes,Bank transfer,0
CUST-002378,71,87.74,5971.1,One year,DSL,No,Bank transfer,1
CUST-002379,47,45.49,2071.81,Month-to-month,DSL,No,Mailed check,0
CUST-002380,12,51.42,639.02,Month-to-month,No,No,Bank transfer,1
CUST-002381,32,57.63,1821.37,Month-to-month,Fiber optic,No,Mailed check,0
CUST-002382,66,103.52,6927.34,Two year,Fiber optic,Yes,Electronic check,0
CUST-002383,28,15.0,440.38,Month-to-month,No,Yes,Electronic check,0
CUST-002384,13,25.53,361.65,One year,Fiber optic,No,Mailed check,1
CUST-002385,63,15.0,924.95,One year,No,No,Credit card,0
CUST-002386,68,32.37,2344.88,Month-to-month,DSL,No,Electronic check,0
CUST-002387,70,40.65,2963.42,One year,DSL,No,Bank transfer,0
CUST-002388,68,16.57,1233.4,Month-to-month,No,No,Electronic check,0
CUST-002389,62,42.98,2822.09,Month-to-month,No,No,Bank transfer,0
CUST-002390,32,15.0,486.35,Month-to-month,Fiber optic,Yes,Electronic check,0
CUST-002391,13,34.46,513.94,Two year,Fiber optic,Yes,Mailed check,0
CUST-002392,44,101.01,4607.75,Month-to-month,No,No,Credit card,0
CUST-002393,15,77.11,1282.95,Month-to-month,Fiber optic,No,Mailed check,1
CUST-002394,34,70.62,2560.88,Two year,DSL,No,Credit card,0
CUST-002395,47,34.92,1665.58,Month-to-month,Fiber optic,Yes,Electronic check,0
CUST-002396,68,18.92,1312.04,Two year,Fiber optic,No,Electronic check,0
CUST-002397,20,30.83,643.08,One year,Fiber optic,Yes,Electronic check,0
CUST-002398,18,63.7,1158.75,One year,No,Yes,Electronic check,0
CUST-002399,52,91.05,4307.95,One year,Fiber optic,No,Mailed check,1
CUST-002400,0,92.07,88.88,One year,DSL,No,Credit card,0
CUST-002401,40,83.92,3474.92,Month-to-month,DSL,Yes,Electronic check,0
CUST-002402,53,42.87,2440.82,Two year,No,No,Mailed check,0
CUST-002403,39,65.74,2734.11,Two year,DSL,No,Electronic check,0
CUST-002404,27,55.36,1528.4,Two year,No,No,Bank transfer,0
CUST-002405,59,58.96,3417.54,One year,DSL,No,Bank transfer,0
CUST-002406,26,126.11,3374.45,Month-to-month,Fiber optic,Yes,Electronic check,1
CUST-002407,51,15.0,741.97,Month-to-month,No,No,Mailed check,0
CUST-002408,33,57.96,1762.21,Month-to-month,Fiber optic,No,Electronic check,0
CUST-002409,1,101.35,187.04,Month-to-month,No,Yes,Mailed check,0
CUST-002410,38,21.02,876.26,One year,DSL,No,Mailed check,0
CUST-002411,3,45.69,199.72,One year,Fiber optic,Yes,Credit card,0
CUST-002412,67,49.13,3466.7,Month-to-month,Fiber optic,No,Electronic check,0
CUST-002413,43,58.3,2557.8,Month-to-month,No,No,Bank transfer,0
CUST-002414,26,17.12,430.08,One year,DSL,No,Credit card,0
CUST-002415,35,82.86,2958.88,Month-to-month,DSL,Yes,Electronic check,0
CUST-002416,44,84.99,3941.49,Two year,Fiber optic,Yes,Credit card,0
CUST-002417,18,80.25,1588.04,One year,No,No,Credit card,0
CUST-002418,20,38.89,844.79,Month-to-month,No,Yes,Mailed check,0
CUST-002419,30,67.6,2222.18,Month-to-month,No,No,Mailed check,0
CUST-002420,18,38.02,792.49,One year,Fiber optic,No,Bank transfer,0
CUST-002421,54,55.02,2964.93,Month-to-month,Fiber optic,Yes,Bank transfer,0
CUST-002422,7,129.6,1182.26,Two year,No,No,Credit card,0
CUST-002423,59,67.87,3660.97,Month-to-month,No,Yes,Credit card,0
CUST-002424,25,29.37,734.01,Month-to-month,No,No,Mailed check,0
CUST-002425,40,70.41,2915.68,Month-to-month,No,No,Electronic check,0
CUST-002426,11,24.45,301.41,One year,No,No,Mailed check,0
CUST-002427,27,29.03,805.45,Two year,DSL,No,Bank transfer,0
CUST-002428,54,33.77,1811.11,Two year,DSL,No,Credit card,0
CUST-002429,19,51.67,1147.22,Month-to-month,No,Yes,Mailed check,1
CUST-002430,9,93.11,905.79,Two year,Fiber optic,Yes,Credit card,0
CUST-002431,37,82.35,2969.87,Month-to-month,DSL,Yes,Electronic check,1
CUST-002432,11,80.69,1050.14,One year,Fiber optic,No,Bank transfer,0
CUST-002433,22,32.03,768.02,Two year,Fiber optic,No,Mailed check,0
CUST-002434,32,48.76,1697.17,Month-to-month,No,No,Bank transfer,1
CUST-002435,40,73.16,3028.94,Two year,No,No,Mailed check,0
CUST-002436,46,46.15,2019.84,Month-to-month,DSL,No,Credit card,0
CUST-002437,48,56.65,2787.55,Month-to-month,Fiber optic,Yes,Electronic check,1
CUST-002438,60,78.24,4411.47,Month-to-month,DSL,Yes,Credit card,0
CUST-002439,4,54.54,275.99,Two year,No,No,Mailed check,0
CUST-002440,26,71.78,2001.43,Month-to-month,DSL,No,Bank transfer,0
CUST-002441,0,112.78,118.85,Two year,Fiber optic,No,Mailed check,1
CUST-002442,0,59.84,59.57,Month-to-month,Fiber optic,Yes,Mailed check,1
CUST-002443,15,100.38,1666.16,One year,Fiber optic,No,Mailed check,0
CUST-002444,43,81.78,3435.75,One year,Fiber optic,Yes,Mailed check,0
CUST-002445,64,20.98,1429.8,Month-to-month,Fiber optic,No,Electronic check,0
CUST-002446,55,31.94,1848.73,One year,Fiber optic,Yes,Mailed check,0
CUST-002447,46,39.99,1804.42,One year,DSL,Yes,Mailed check,0
CUST-002448,56,39.35,2302.72,Month-to-month,Fiber optic,No,Bank transfer,0
CUST-002449,12,62.29,853.91,Month-to-month,Fiber optic,No,Mailed check,1
CUST-002450,60,83.44,5109.81,Month-to-month,DSL,No,Bank transfer,0
CUST-002451,64,102.65,6398.15,Two year,Fiber optic,Yes,Mailed check,0
CUST-002452,6,74.25,524.34,One year,DSL,No,Mailed check,0
CUST-002453,33,51.63,1803.9,Two year,No,No,Bank transfer,0
CUST-002454,59,15.0,862.65,One year,DSL,No,Bank transfer,0
CUST-002455,34,67.12,2230.77,Two year,Fiber optic,Yes,Credit card,0
CUST-002456,60,65.77,4116.8,Month-to-month,DSL,No,Mailed check,1
CUST-002457,67,70.49,4990.49,Month-to-month,Fiber optic,No,Electronic check,0
CUST-002458,34,128.19,4968.8,One year,DSL,No,Bank transfer,0
CUST-002459,4,102.22,528.1,Month-to-month,Fiber optic,No,Mailed check,1
CUST-002460,24,88.55,2079.96,Month-to-month,DSL,No,Electronic check,0
CUST-002461,15,36.14,637.17,One year,Fiber optic,Yes,Credit card,0
CUST-002462,34,49.61,1827.95,Two year,Fiber optic,Yes,Bank transfer,0
CUST-002463,42,62.15,2404.68,One year,No,Yes,Bank transfer,0
CUST-002464,33,41.74,1345.98,Month-to-month,Fiber optic,No,Bank transfer,1
CUST-002465,14,80.01,1170.71,Two year,Fiber optic,Yes,Credit card,0
CUST-002466,21,75.71,1735.35,Month-to-month,No,Yes,Bank transfer,0
CUST-002467,48,32.35,1396.59,Month-to-month,DSL,No,Bank transfer,0
CUST-002468,1,100.9,200.61,Two year,Fiber optic,Yes,Credit card,0
CUST-002469,15,68.07,1131.64,One year,Fiber optic,No,Bank transfer,0
CUST-002470,64,15.0,836.84,Two year,Fiber optic,No,Bank transfer,0
CUST-002471,7,63.46,526.63,Two year,DSL,No,Electronic check,0
CUST-002472,29,73.44,2298.58,One year,Fiber optic,No,Mailed check,0
CUST-002473,14,94.18,1352.95,Month-to-month,Fiber optic,No,Mailed check,1
CUST-002474,7,54.88,413.69,Month-to-month,Fiber optic,No,Credit card,1
CUST-002475,30,89.84,2664.91,Two year,DSL,No,Bank transfer,0
CUST-002476,37,70.61,2324.83,Two year,Fiber optic,No,Bank transfer,0
CUST-002477,12,25.55,326.71,Month-to-month,No,Yes,Bank transfer,0
CUST-002478,5,22.54,136.76,Month-to-month,DSL,No,Bank transfer,0
CUST-002479,9,98.68,926.61,Month-to-month,Fiber optic,No,Credit card,1
CUST-002480,46,100.88,4971.78,Month-to-month,No,No,Electronic check,1
CUST-002481,61,74.69,4654.36,Two year,No,No,Credit card,0
CUST-002482,12,109.87,1446.9,Month-to-month,DSL,No,Credit card,1
CUST-002483,23,96.7,2274.11,Month-to-month,Fiber optic,No,Electronic check,1
CUST-002484,24,85.51,2217.14,Two year,DSL,No,Bank transfer,0
CUST-002485,25,37.66,1042.36,Month-to-month,No,Yes,Mailed check,0
CUST-002486,17,116.94,2062.08,Month-to-month,Fiber optic,No,Mailed check,0
CUST-002487,3,81.09,336.7,Month-to-month,Fiber optic,Yes,Credit card,0
CUST-002488,37,53.42,2108.51,Month-to-month,DSL,No,Mailed check,0
CUST-002489,25,44.95,1193.17,Month-to-month,Fiber optic,No,Credit card,1
CUST-002490,24,72.7,1970.0,Month-to-month,DSL,No,Bank transfer,0
CUST-002491,19,15.0,289.1,Month-to-month,Fiber optic,No,Credit card,1
CUST-002492,66,85.99,5639.91,Month-to-month,Fiber optic,No,Bank transfer,0
CUST-002493,43,36.39,1539.08,Month-to-month,Fiber optic,No,Bank transfer,0
CUST-002494,30,76.12,2445.21,Month-to-month,No,Yes,Electronic check,0
CUST-002495,14,49.35,730.19,Two year,DSL,No,Credit card,0
CUST-002496,57,57.07,3194.77,Month-to-month,DSL,Yes,Bank transfer,0
CUST-002497,63,42.29,2931.82,Month-to-month,Fiber optic,Yes,Mailed check,0
CUST-002498,2,60.16,196.82,Two year,Fiber optic,No,Mailed check,0
CUST-002499,66,121.68,8018.67,Month-to-month,DSL,No,Electronic check,0
CUST-002500,50,106.55,5062.61,Month-to-month,Fiber optic,No,Mailed check,1
CUST-002501,7,75.63,661.45,Two year,Fiber optic,Yes,Electronic check,0
CUST-002502,54,64.24,3616.43,One year,Fiber optic,No,Credit card,0
CUST-002503,7,90.33,737.81,Month-to-month,Fiber optic,Yes,Mailed check,0
CUST-002504,3,98.9,397.67,One year,DSL,Yes,Bank transfer,0
CUST-002505,8,40.11,346.51,One year,DSL,Yes,Credit card,0
CUST-002506,33,62.68,2086.98,Month-to-month,Fiber optic,No,Credit card,1
CUST-002507,44,15.0,697.87,Month-to-month,Fiber optic,No,Mailed check,1
CUST-002508,29,98.69,2894.54,Month-to-month,Fiber optic,Yes,Electronic check,0
CUST-002509,8,126.95,1167.29,Two year,No,Yes,Bank transfer,1
CUST-002510,14,67.4,1011.71,Month-to-month,DSL,No,Credit card,1
CUST-002511,61,15.0,880.85,Month-to-month,Fiber optic,No,Mailed check,0
CUST-002512,69,83.27,6301.12,Month-to-month,Fiber optic,Yes,Electronic check,0
CUST-002513,54,37.88,2145.13,Two year,DSL,No,Bank transfer,0
CUST-002514,7,45.1,366.76,Month-to-month,No,No,Bank transfer,1
CUST-002515,59,83.8,5167.37,Month-to-month,No,No,Electronic check,0
CUST-002516,49,72.64,3306.26,Month-to-month,DSL,Yes,Electronic check,1
CUST-002517,37,50.36,1866.37,One year,No,No,Bank transfer,0
CUST-002518,10,45.51,462.4,Month-to-month,DSL,No,Electronic check,1
CUST-002519,71,68.78,4982.68,Two year,No,No,Electronic check,0
CUST-002520,31,52.72,1714.4,Month-to-month,No,No,Mailed check,0
